user_id,age,registration_date,registration_channel_id,over_limit_data(MB),gender,uses_education_app,uses_entertainment_app,uses_shopping_app,residence_base_station_id,residence_cell_id,tariff_id,tariff_price(RMB),total_data(MB),total_voice(minutes),call_duration(minutes),monthly_call_count,monthly_weekend_call_count,avg_call_duration(minutes),avg_weekday_call_duration(minutes),avg_weekend_call_duration(minutes),residence_duration_9to11,residence_duration_11to14,residence_duration_14to17,residence_duration_17to21,residence_duration_21to23,residence_duration_24to6,total_residence_duration,is_positive
3b37868b-dc2c-43bf-b723-3c6fc6712b92,20,2023-11-07,85938559,8.1,0,1,1,1,47AA,2A0115D,300000012454,18,10240,100,69,13,2,24.9,1.0,28.8,35,57,35,87,0,53,267,0
471c39ea-7f25-4294-9d96-b6ce3e39eb18,29,2023-01-14,46861011,0.0,1,1,1,1,47AA,2A01141,300000169331,18,204800,200,197,2,1,3.1,0.6,3.9,6,12,42,41,4,24,129,0
69d289f2-dd89-4ffb-bacf-64617f0b419f,57,2023-03-29,12717664,0.0,1,1,1,1,47FA,658BBB1,300000169331,18,204800,200,82,7,2,9.1,1.8,11.7,14,5,25,15,10,15,84,0
f6b07bec-0caf-42ba-81a8-4971ec5428f8,32,2022-03-25,85735925,0.0,0,1,1,1,47FA,658BDAB,300000169331,18,204800,200,136,19,1,60.0,1.0,66.2,22,12,32,57,21,2,146,0
e089d49a-f457-473c-a966-17609f6780c3,55,2021-07-15,61191248,0.0,0,1,1,0,5410F0,161A0B001,300000222937,128,235520,600,0,0,0,0.0,0.0,0.0,27,52,6,90,14,41,230,0
a2a7462c-fe9c-4f94-85cf-5edf965470c7,18,2024-03-03,59242255,0.0,1,1,1,1,47FA,658BCB2,300000169331,18,204800,200,83,10,2,17.6,1.3,20.0,48,25,46,92,47,78,336,0
fd5fe4bf-99f9-4294-976f-df8153c229a1,59,2023-06-02,63137995,0.0,1,1,1,1,5410F0,161039002,300000012454,18,10240,100,99,29,2,47.9,1.7,56.0,10,31,24,26,11,0,102,0
0e9b3655-fd8f-4cd1-a119-5a6e85326bf6,25,2021-09-09,55868507,0.0,1,1,0,1,5410F0,161B0B002,300000012454,18,10240,100,56,28,1,46.7,1.8,54.4,60,88,79,15,35,63,340,1
cf656fe0-27a2-48a1-91d3-200e1762f184,27,2023-10-29,43403459,0.0,0,1,1,1,5410F0,16184E04C,300000169331,18,204800,200,135,16,1,39.0,1.3,46.4,38,82,77,85,48,107,437,1
547ce9a6-531a-4cce-b3fe-b5d37241c988,38,2022-06-17,90239038,0.0,1,1,1,1,5410F0,161039003,100040000519,8,61440,230,190,16,2,20.2,3.6,24.4,17,2,19,27,7,30,102,0
e281c1da-58f3-47bf-89d9-31e1d6b38326,58,2021-06-24,18778030,0.0,0,1,1,1,5410F0,161039002,100040000519,8,61440,230,159,19,2,38.4,1.7,49.6,18,80,0,31,18,33,180,0
66faa319-54fb-4a86-a135-80c372291ded,54,2021-08-01,78283906,0.0,1,1,1,1,47F4,4E21F1B,100040000519,8,61440,230,6,17,7,17.5,1.6,18.9,14,55,2,32,4,1,108,0
b8ad04ea-34fa-456f-9810-83718237e486,21,2022-03-16,37014144,0.0,1,1,0,1,47C7,4E0A233,300000169331,18,204800,200,56,8,2,24.2,1.2,27.6,13,39,42,120,3,29,246,0
80762c2e-491a-4ca2-b2e8-9311116101ea,55,2023-05-29,97099259,8.2,1,1,0,1,5410F0,161B0B001,300000029958,98,204800,1300,265,10,7,13.2,1.1,15.4,4,75,5,38,3,27,152,0
702017e8-2237-4086-9c93-cdda90d1f4cb,59,2022-03-07,64071598,0.0,1,1,1,1,5410F0,161039003,100040000519,8,61440,230,225,12,2,13.0,4.4,16.2,22,4,22,24,10,20,102,0
0852d416-ea12-47ad-a1de-8665ba181fb0,38,2022-07-12,27458904,0.0,1,1,1,1,5410F0,161B0B002,100040000519,8,61440,230,227,25,1,37.7,2.5,42.4,6,68,11,12,10,0,107,0
617b77ae-7d74-40cb-ae33-e86ef997c420,50,2022-07-10,18110010,0.0,1,1,0,1,47AA,2A0105E,300000169331,18,204800,200,80,16,2,22.6,1.9,26.3,0,2,7,43,17,26,95,0
d1ad8326-c2de-4630-b7ac-48fbcf197d3b,60,2023-11-19,94376568,0.0,0,1,1,1,5410F0,16103902B,300000169331,18,204800,200,66,5,1,9.2,1.4,10.2,6,85,11,31,3,40,176,0
3465f64f-d470-4aa7-8ede-4c043361684c,35,2022-05-08,19349780,0.0,1,1,1,0,47C7,4E09D1A,300000169331,18,204800,200,40,4,1,5.6,1.7,6.7,8,36,8,9,4,2,67,0
6ddfc087-4534-474f-92df-149c5549abb4,44,2023-12-16,11873787,0.0,1,1,0,1,47FA,658BBB1,300000169331,18,204800,200,167,14,1,17.8,1.6,19.2,12,22,29,41,6,39,149,0
540c3351-2462-4fd0-8c6c-f602151b1583,39,2023-06-17,46572913,0.0,1,1,1,1,47F4,4E21F1B,300000169331,18,204800,200,29,9,4,11.9,1.5,13.4,24,42,2,3,3,29,103,0
60451c7f-b074-4ade-b2e1-e58a8655ffca,55,2021-07-27,85264965,0.0,1,1,1,1,47AA,2A0115D,300000075128,18,143360,30,27,17,1,25.1,1.1,30.1,27,28,22,0,0,38,115,0
38ec5916-24fb-4350-81f4-53e362ab57cd,30,2021-02-17,48414253,0.0,0,1,0,0,5410F0,161B0B001,100040000519,8,61440,230,224,13,1,14.3,1.4,17.1,11,87,5,14,1,8,126,0
4aff7897-733e-4561-8490-6fc8b454d776,60,2022-08-14,68149243,0.0,0,0,0,1,47FA,658BDAB,300000222592,38,143360,200,28,20,2,25.3,1.4,27.2,3,26,25,115,19,18,206,0
46074e5f-f7bc-48ff-b4ff-392e0003320b,24,2023-11-15,20931688,0.0,0,0,1,1,47AA,2A01063,100040000519,8,61440,230,44,5,2,14.6,1.5,16.2,54,40,82,61,26,117,380,0
5135d418-28df-4853-93d7-89b71ffb44dd,58,2022-10-19,88392940,0.0,1,1,1,1,47FA,658BCB2,100040000519,8,61440,230,159,16,14,53.3,1.9,63.8,3,28,30,106,9,13,189,0
1793042f-44ac-416e-ae2f-b0f84b9f5b4f,20,2021-08-04,37213319,0.0,0,1,1,1,47AA,2A01063,100040000519,8,61440,230,145,14,2,26.7,1.0,32.3,23,57,9,119,9,35,252,0
508de0b9-6f02-4f1b-9e1f-671dda2733f0,24,2021-12-12,44844256,0.0,0,1,1,1,47AA,2A01163,100040000519,8,61440,230,82,2,2,3.1,0.0,3.3,42,25,86,99,35,137,424,1
92932efc-1865-46ae-b1a6-a98a2e7f584b,58,2021-10-17,45463533,0.0,0,1,0,1,47FA,2BC4E70,300000169331,18,204800,200,170,25,1,27.0,1.8,32.6,10,14,19,91,7,49,190,0
619d9713-79a1-42a1-a1c0-cee9fff208d0,38,2021-11-21,44814154,0.0,0,0,1,1,47AA,2A0105D,300000012454,18,10240,100,56,22,11,22.1,1.3,23.4,23,26,30,114,21,40,254,0
86a459ad-d42b-4ec6-acb8-fb831d0d483e,52,2021-09-28,50574392,0.0,0,1,1,1,47FA,2BC4E70,100040000519,8,61440,230,128,5,2,6.2,1.6,8.0,0,15,38,28,15,54,150,0
32daf412-0d35-4db1-9b4f-9ff126ce39c1,59,2022-08-14,85851655,0.0,1,1,1,1,47AA,2A01063,100040000519,8,61440,230,210,10,2,19.2,7.7,23.2,18,33,18,111,4,6,190,0
e6792e74-8ffe-4593-86a4-7ec5c69dcdf6,47,2024-04-01,78481079,0.0,1,0,0,0,47C7,2CDB650,300000169331,18,204800,200,91,20,10,38.0,1.1,47.9,4,44,0,72,7,42,169,0
bbb2901d-5645-4aec-8c1f-49736414f027,28,2023-01-30,73910467,0.0,1,1,1,1,47FA,2BC4E70,300000169331,18,204800,200,30,16,2,60.0,1.9,77.2,29,62,11,9,7,34,152,0
d3617bbd-f544-4dfe-be58-255d9909e320,58,2022-12-09,97229583,0.0,0,1,1,1,47FA,658BCB2,300000075128,18,143360,30,8,14,1,53.0,1.3,65.2,27,57,11,41,15,43,194,0
6109c976-42f7-40e3-862f-4f736df0fcf9,19,2024-05-10,20179746,70.0,1,1,1,1,47FA,658B9AF,100040000519,8,61440,230,171,8,2,15.4,1.0,18.1,60,80,33,103,52,171,499,1
6c98c19e-1258-4c44-8c5e-93cad7162abf,26,2024-04-05,67846067,8.5,0,1,1,0,5410F0,161039003,100040000519,8,61440,230,50,12,1,14.2,1.7,15.0,45,6,56,116,41,123,387,1
bc964125-ad7e-44b9-affc-0d51b6592e29,37,2023-04-29,47901555,0.0,1,1,1,1,47C7,2CDB650,300000012454,18,10240,100,25,13,1,18.7,2.7,20.9,2,25,13,71,14,30,155,0
fb8edb66-99d6-415b-8ca3-d1c9af91e43f,44,2023-04-10,87248777,0.0,1,0,0,1,47C7,4E15F18,300000169331,18,204800,200,155,30,2,32.8,1.3,42.5,0,14,23,57,9,4,107,0
5b07fe9a-969d-4e18-87d7-177b97e75da4,57,2023-11-19,63779637,0.0,1,1,0,1,5410F0,161B0B001,300000075128,18,143360,30,18,16,14,35.5,1.4,41.1,13,33,44,49,14,14,167,0
bf948264-aeff-4993-8dc9-6bcff2ed6650,23,2022-10-26,37219116,0.0,0,0,1,1,47FA,658B9AF,300000075128,18,143360,30,16,44,1,60.0,1.0,71.7,36,3,31,24,60,32,186,0
d07f6944-2008-4923-8c8d-14bd1ed72006,40,2022-02-01,73398806,0.0,1,1,1,1,47FA,658B9AF,300000075128,18,143360,30,15,14,2,24.3,1.9,25.7,57,80,0,94,19,15,265,0
df5c2fd9-c117-4b3f-bedd-d9e41d4255a0,43,2023-08-04,29349997,0.0,0,1,1,1,47FA,658B9AF,300000012454,18,10240,100,25,43,1,50.4,2.0,59.7,22,3,16,115,4,126,286,0
d9e3d42a-af6d-4a10-bdc6-6ccca941ee6a,20,2023-07-28,15629006,0.0,0,1,0,1,47AA,2A01163,300000169331,18,204800,200,93,7,2,8.1,1.4,9.6,15,76,24,82,4,15,216,0
02d14dc2-f05c-4863-9d72-fd636dd98fe5,44,2024-03-29,47696871,0.0,0,1,1,1,47FA,658BCB2,300000169331,18,204800,200,199,4,2,7.3,1.4,9.2,4,87,31,117,14,1,254,0
a7989b00-c8bd-41be-8337-78c27ca3c8c8,49,2024-06-03,64985351,4.1,1,1,0,1,47F4,4E21F0B,100040000519,8,61440,230,35,7,5,12.5,3.4,13.3,9,47,32,84,19,42,233,0
1feb6989-b382-487b-a130-8a18eed22310,47,2022-02-22,26529256,0.0,0,1,1,1,47AA,2A0105E,100040000519,8,61440,230,174,13,9,20.2,1.9,21.4,27,45,29,16,20,42,179,0
653c44b7-df98-4da9-8026-d60271ca780d,47,2022-07-17,80751804,0.0,1,0,1,0,47FA,658BCB2,300000169331,18,204800,200,181,12,2,20.1,1.2,25.0,29,1,15,32,10,54,141,0
f1af53d8-e0b7-4991-bd4b-2e311dd0e8a7,30,2023-11-10,32160014,0.0,0,1,0,1,47C7,4E15F18,100040000519,8,61440,230,143,40,12,60.0,1.0,75.9,9,50,30,72,21,31,213,0
9030622f-7595-4f9e-9f2c-9054807d3e40,51,2023-02-09,89604609,0.0,1,0,1,0,47AA,2A0105D,100040000519,8,61440,230,142,13,2,21.4,1.5,26.3,1,79,7,28,20,54,189,0
dd5759a5-de75-46b9-9e00-b3f4edc70171,43,2024-02-07,21347474,0.0,0,1,1,0,47AA,2A0115F,100040000519,8,61440,230,12,9,1,10.0,1.3,10.7,28,2,41,71,22,33,197,0
9d548e4c-48b8-4474-bbef-af964d406313,56,2023-10-20,12312205,0.0,0,1,1,0,47F4,4E21F1B,300000075128,18,143360,30,13,7,1,23.5,1.7,26.3,24,49,15,114,5,15,222,0
0309fa9e-1b0c-40d1-8747-2861e2c8c2a3,23,2023-11-29,93172380,0.0,0,1,0,1,47F4,4E21F1B,100040000519,8,61440,230,162,14,2,22.7,1.2,24.3,46,51,76,80,50,55,358,1
e86918f9-b5f8-4036-8111-628451082f4c,36,2023-12-31,98389025,0.0,0,1,1,1,5410F0,161B0B001,100040000519,8,61440,230,25,3,2,5.1,1.8,6.3,24,68,12,47,23,48,222,0
33353548-3880-4f9e-ba2b-dfc09501107c,39,2021-04-03,21099436,0.0,0,0,0,1,47AA,2A0105E,300000169331,18,204800,200,103,34,19,55.9,1.3,59.3,8,21,12,19,14,41,115,0
22e0c7ef-d693-4580-8ba4-1a488e57a43e,43,2022-10-19,14225942,0.0,0,1,1,1,47FA,60668AE,100040000520,8,0,30,2,1,1,1.5,0.0,1.9,13,78,36,32,23,41,223,0
1428213d-d04b-4d1f-bf45-7225592cc7eb,56,2023-11-11,56894587,0.0,1,1,0,1,5410F0,161B0B002,300000169331,18,204800,200,109,22,9,60.0,1.2,70.1,4,41,39,34,20,33,171,0
7e683fca-f433-4faa-9ab8-8b5932535e58,30,2021-09-06,24789879,0.0,1,1,1,1,47C7,4E0A233,100040000519,8,61440,230,12,33,1,60.0,1.8,72.2,27,30,9,50,19,51,186,0
4ff90e90-304e-43df-818e-c9a5c3728baa,45,2021-09-27,46962852,0.0,0,1,0,1,47FA,60668AC,300000075128,18,143360,30,4,15,14,50.4,1.2,60.2,12,78,38,21,13,54,216,0
61de4976-9839-4ba8-9753-6c5de6b265d8,52,2023-07-25,58319177,0.0,0,1,1,1,47C7,4E09D1A,300000222592,38,143360,200,193,36,1,60.0,17.3,72.7,17,54,9,45,9,41,175,0
d328fecf-42bd-4237-8bb9-b055722cdec9,22,2022-12-22,42218550,0.0,1,1,0,1,47FA,658B9AF,100040000519,8,61440,230,115,6,2,12.8,1.4,15.1,9,47,14,12,12,8,102,0
8cae598d-bf98-4362-afdd-4fca54bef784,40,2024-01-23,27000132,0.0,1,0,1,1,47AA,2A01063,300000304746,129,204800,700,624,5,2,15.8,1.6,19.1,29,82,42,119,17,50,339,0
bdde79f5-8bef-4ac7-9d97-97e5432aab34,28,2022-06-24,98172689,3.3,0,1,0,0,47FA,60668AE,300000012454,18,10240,100,63,6,1,11.2,1.6,12.7,23,54,32,54,0,50,213,0
8170f238-387b-4dc9-90ec-84b1b71faa35,28,2022-09-19,84857443,0.0,1,0,1,1,47AA,2A0105D,100040000519,8,61440,230,100,13,1,15.4,1.3,19.9,20,71,6,23,4,40,164,0
7622f51a-90b7-4673-8818-689fbbfd02b9,21,2024-03-13,56322606,0.0,0,1,1,0,47C7,4E0A233,100040000519,8,61440,230,89,13,1,21.4,1.9,25.1,47,7,67,46,55,37,259,1
63704678-8a2f-45e2-80ce-78a9d5560c66,22,2021-01-09,23742641,0.0,0,1,1,1,47FA,60668AC,300000222592,38,143360,200,152,15,1,52.4,22.4,66.0,51,22,48,52,38,60,271,1
fe0f2fc1-e154-4d74-a3c5-2aae16bfb252,47,2023-04-30,44859020,0.0,1,1,1,1,47AA,2A0105E,300000169331,18,204800,200,0,0,0,0.0,0.0,0.0,11,26,44,21,3,32,137,0
473f5fdb-75d7-436b-84d9-2905ee0c2b64,24,2023-07-24,15519964,0.0,1,1,1,1,47AA,2A0115D,300000075128,18,143360,30,27,15,1,25.1,1.1,27.9,0,0,84,10,51,119,264,1
872a022b-fa7b-4cdb-a557-25353b539985,44,2022-07-31,53363564,2.6,1,0,1,1,47C7,2CDB650,300000222592,38,143360,200,45,11,2,19.8,1.8,23.5,0,87,40,80,20,15,242,0
b134361f-ac61-4336-868b-b036ce07b3ec,33,2022-01-28,45196658,0.0,0,1,0,1,47C7,4E15F18,300000222592,38,143360,200,176,7,1,10.6,1.5,13.5,19,21,5,101,22,50,218,0
fc97f059-95cf-4f13-ae05-c35ad571e58d,18,2023-02-05,93958399,0.0,1,1,0,1,47AA,2A01063,300000012454,18,10240,100,83,1,1,3.0,0.0,3.9,60,78,25,55,22,4,244,1
eee30362-8c1c-4c31-bde0-5d0382d445e1,28,2022-05-30,27954491,0.0,1,1,1,1,47AA,2A0105D,300000169331,18,204800,200,175,43,2,60.0,1.0,69.1,2,18,16,116,6,50,208,0
5e523dc8-bb41-49bf-9669-db0f91c59f0f,40,2022-03-10,63639142,0.0,1,1,1,1,47C7,4E09D1A,300000169331,18,204800,200,21,8,1,8.3,3.1,9.6,17,14,28,69,0,10,138,0
9a82edbe-3b88-4a64-9ece-059668341e1b,54,2023-01-04,82344083,0.0,0,1,1,1,47C7,4E15F18,300000222592,38,143360,200,196,2,1,3.1,1.7,3.4,19,84,10,30,9,27,179,0
6b1a07bb-4a42-4db4-aea3-b2a53fad4996,21,2022-10-26,86155952,0.0,1,1,1,1,5410F0,161A0B001,300000075128,18,143360,30,5,12,2,19.8,1.4,20.9,22,17,19,11,24,20,113,0
f694e36a-108b-4d09-a919-6be38cab1a9d,50,2023-12-18,15930333,0.0,1,0,0,1,5410F0,161B0B002,100040000519,8,61440,230,63,10,2,15.8,1.1,18.2,0,79,15,79,51,16,240,0
693e4771-44a2-4607-8cd8-f782263ab985,28,2023-02-09,90616722,0.0,1,1,1,0,47AA,2A01141,100047200669,8,20480,0,0,20,1,21.1,1.9,23.1,22,44,3,119,9,20,217,0
b507fbc9-320e-4e69-b77e-200684cafdcd,49,2023-05-04,10543566,0.0,1,1,0,1,47FA,658B9AF,100040000519,8,61440,230,127,9,1,9.8,1.8,11.3,7,21,44,109,18,49,248,0
132246dc-7a7c-4189-97cc-f9599f44b194,31,2022-04-07,30932347,0.0,1,0,0,1,5410F0,161B0B002,300000169331,18,204800,200,53,19,2,44.7,1.2,51.8,14,50,15,95,15,1,190,0
7f8f53db-637c-44c7-82d3-720c8df17171,48,2022-07-29,20154191,0.0,0,1,0,0,47AA,2A01063,300000169331,18,204800,200,73,1,1,1.7,0.0,1.8,0,71,43,91,20,15,240,0
9cb57b51-26b5-4ab4-b9f9-95c3b450f0c5,37,2024-01-18,54423012,0.0,1,1,1,1,5410F0,16184E04C,300000075128,18,143360,30,5,26,13,60.0,1.1,75.4,7,4,15,107,4,37,174,0
1b8fba04-7545-4b5d-a1c6-aa763826575d,42,2022-11-22,29264808,0.0,0,1,1,1,47F4,4E21F0B,300000169331,18,204800,200,160,18,1,51.9,1.7,56.9,26,36,26,59,10,10,167,0
77cb0065-69da-4299-af70-63399ba321b8,27,2021-11-30,92735842,0.0,0,0,0,0,47C7,4E15F18,300000012454,18,10240,100,44,13,1,25.4,1.9,28.0,31,31,63,3,28,146,302,0
68ecc0c1-633a-4c3f-b3c1-e19e81e3929f,60,2021-09-05,36826293,0.0,0,1,1,1,47AA,2A0125C,100040000519,8,61440,230,0,0,0,0.0,0.0,0.0,60,48,9,115,11,36,279,0
8e37b2d9-660d-44bc-8805-3f685e8e1425,37,2023-09-07,19091777,3.6,1,1,1,1,47FA,658BDAB,300000012454,18,10240,100,0,0,0,0.0,0.0,0.0,15,52,7,93,20,28,215,0
26f782af-a336-4834-aef9-801001555c04,38,2024-03-07,26663687,0.0,1,1,1,0,47C7,4E15F18,300000075128,18,143360,30,2,7,2,10.2,1.7,12.7,19,32,12,35,11,1,110,0
81af1f9e-91a3-41ea-b2f4-76c2f7f8add2,42,2022-05-22,29405742,0.0,0,1,1,0,47C7,4E0A233,300000169331,18,204800,200,154,3,1,4.6,1.1,5.6,22,2,63,49,13,34,183,0
6c38d576-a1c1-4020-9eb6-088c3ad5df10,44,2024-06-18,20803472,0.0,1,0,1,1,47AA,2A01141,100040000519,8,61440,230,33,12,2,16.9,1.8,20.9,22,85,89,110,16,41,363,0
9bd57859-348e-4e30-9bf4-023b4b2c0924,49,2023-08-14,53151591,0.0,1,0,1,0,47FA,658B9AF,300000222592,38,143360,200,0,0,0,0.0,0.0,0.0,2,70,42,67,13,0,194,0
d4f7e733-bc2a-4b71-b3ad-56e191f72575,40,2024-02-24,39112743,0.0,1,0,1,1,5410F0,161A0B001,100040000519,8,61440,230,209,11,1,14.1,1.3,15.3,16,43,17,110,58,41,285,0
b668c2b8-0edc-4a27-94ea-c314fe0d32df,38,2022-08-23,92502387,0.0,1,1,0,1,5410F0,161039002,300000169331,18,204800,200,186,36,2,56.2,1.1,63.0,19,42,34,52,3,51,201,0
dccadbd8-6db0-4aeb-bf3b-b0c5eefc234e,60,2022-03-04,28865059,0.0,0,1,1,0,47F4,4E21F0B,300000169331,18,204800,200,41,1,1,2.9,0.0,3.3,16,35,5,3,7,45,111,0
a15cc88e-31d4-495e-9d07-a3760d17e59e,38,2022-08-21,51977535,0.0,1,1,0,1,5410F0,161039003,300000169331,18,204800,200,177,1,1,2.1,0.0,2.2,17,80,26,85,14,43,265,0
9cd192b9-ebcf-4628-8295-5d7b71bb07f0,33,2021-02-09,81989196,0.0,1,1,1,1,5410F0,161039002,300000222937,128,235520,600,0,0,0,0.0,0.0,0.0,27,89,11,100,18,24,269,0
6e344238-9f98-4cc5-a8f0-a893e5cfedba,51,2021-06-11,73555775,0.0,0,1,1,0,47F4,4E21F0B,300000169331,18,204800,200,54,11,2,12.6,1.1,13.9,4,19,20,72,22,16,153,0
2e166969-7c7e-4b1f-a9db-729e10a50fc9,42,2021-12-11,80399898,0.0,0,1,1,0,47C7,E3E7,300000222592,38,143360,200,79,18,1,44.0,1.3,47.5,9,35,28,69,9,0,150,0
d724c00a-46f6-4fb3-b995-c15fda1070a3,51,2021-06-16,93260704,0.0,1,0,1,1,47AA,2A0115F,300000169331,18,204800,200,72,26,1,26.9,1.9,30.1,11,42,29,65,56,42,245,0
7cb42317-e349-4bd5-827d-1436faa35f3b,30,2022-11-06,65278363,0.0,1,1,1,1,47F4,4E21F1B,100040000519,8,61440,230,67,13,1,14.3,1.7,18.1,59,8,4,12,2,40,125,0
01f2b065-6e3b-4d5f-8de3-49b88b57aeba,37,2022-09-13,17013246,0.0,1,1,1,1,47C7,4E15F18,300000169331,18,204800,200,171,16,1,30.0,1.4,31.9,0,0,0,69,10,13,92,0
c38e3e2e-46b6-46de-8fef-abd76cec0fed,52,2023-09-12,67925900,0.0,1,1,1,0,5410F0,161A0B001,100040000519,8,61440,230,0,0,0,0.0,0.0,0.0,26,48,43,111,11,62,301,0
